央视频道,#genre#
福建·厦门三台,http://39.135.53.195/ott.fj.chinamobile.com/PLTV/88888888/224/3221226760/1.m3u8
福建·龙岩综合,http://live.lytv.net.cn/zhpwd/hd/live.m3u8
福建·龙岩公共,http://live.lytv.net.cn/ggpd/sd/live.m3u8
福建·晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8?_upt=7738cbdd1569250965
福建·新罗电视,http://stream.lyxltv.com/xltv/sd/live.m3u8
新疆汉语综艺,http://livehyw5.chinamcache.com/hyw/zb04.m3u8
新疆汉语生活,http://livehyw5.chinamcache.com/hyw/zb07.m3u8
新疆汉语法治,http://livehyw5.chinamcache.com/hyw/zb11.m3u8
新疆汉语体育,http://livehyw5.chinamcache.com/hyw/zb10.m3u8
新疆维语综合,http://livehyw5.chinamcache.com/hyw/zb02.m3u8
新疆维语综艺,http://livehyw5.chinamcache.com/hyw/zb05.m3u8
新疆维语经济,http://livehyw5.chinamcache.com/hyw/zb09.m3u8
新疆哈语综合,http://livehyw5.chinamcache.com/hyw/zb03.m3u8
新疆少儿频道,http://livehyw5.chinamcache.com/hyw/zb12.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4hd.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9hd.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
清华大学,https://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
卡酷少儿,rtmp://58.200.131.2:1935/livetv/btv10hd
浙江·柯桥综合,http://live.scbtv.cn/hls/news/index.m3u8
浙江·柯桥时尚,http://live.scbtv.cn/hls/qfc/index.m3u8
浙江·浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江·浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8
浙江·浙江教育,http://hw-m-l.cztv.com/channels/lantian/channel04/720p.m3u8
浙江·浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江·浙江休闲,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江·浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江·浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/720p.m3u8
广东·南方卫视,http://nclive.grtn.cn/tvs2/sd/live.m3u8#http://39.135.33.12/PLTV/77777777/224/3221226596/index.m3u8
广东·广东新闻,http://nclive.grtn.cn/xwpd/sd/live.m3u8
广东·广东影视,http://nclive.grtn.cn/tvs4/sd/live.m3u8
广东·广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
广东·广东少儿,http://nclive.grtn.cn/tvs5/sd/live.m3u8
广东·广东经济,http://nclive.grtn.cn/tvs1hd/hd/live.m3u8
广东·珠江频道,http://nclive.grtn.cn/zjpd/sd/live.m3u8#http://39.135.33.12/PLTV/77777777/224/3221226608/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东·广东体育,http://nclive.grtn.cn/typd/sd/live.m3u8
广东·广东公共,http://nclive.grtn.cn/ggpd/sd/live.m3u8
广东·番禺电视,http://live.pybtv.cn/channel1/sd/live.m3u8?_upt=16fb00e01563813775
广东·佛山综合,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_zhpd.m3u8
广东·佛山公共,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_ggpd.m3u8
广东·佛山顺德,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_sdpd.m3u8
广东·佛山南海,http://pili-live-rtmp.wdit.com.cn/wditlive/fs_nhpd.m3u8
广东·蛇口综合,http://218.17.99.211:82/hls/d4encs75.m3u8
广东·广州综合,http://player.ioioz.com/1237/gd/gztvm3u8.php?id=gzzh#http://116.199.5.51:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=81&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广东·广州影视,http://player.ioioz.com/1237/gd/gztvm3u8.php?id=gzys
广东·广州新闻,http://player.ioioz.com/1237/gd/gztvm3u8.php?id=gzxw
广东·广州竞赛,http://player.ioioz.com/1237/gd/gztvm3u8.php?id=gzjs
广东·南国都市,http://player.ioioz.com/1237/gd/gztvm3u8.php?id=gzngds
广东·惠州一台,http://livehuiz.chinamcache.com/live/zb01.m3u8
广东·惠州二台,http://livehuiz.chinamcache.com/live/zb02.m3u8
广东·阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
广东·阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8
广东·湛江综合,http://zjstyhls.tianma3600.com/zjsty/zhpd.m3u8
广东·湛江公共,http://zjstyhls.tianma3600.com/zjsty/ggpd.m3u8
广东·揭阳综合,http://pili-playback.liveyulin.sobeycache.com/stjy2020/zhpd.m3u8
广东·揭阳公共,http://pili-playback.liveyulin.sobeycache.com/stjy2020/ggpd.m3u8
广东·嘉佳卡通,http://nclive.grtn.cn/jjkt/sd/live.m3u8
湖南·湖南教育,http://pull.hnedutv.com/live/hnedutv0406.m3u8
湖南·娄底综合,http://mms.ldntv.cn:1935/live/zonghe/playlist.m3u8
湖南·湘西综合,http://36514.hlsplay.aodianyun.com/tv_radio_36514/tv_channel_1382.m3u8
湖南·湘西公共,http://36514.hlsplay.aodianyun.com/tv_radio_36514/tv_channel_1381.m3u8
四川影视台,http://219.145.171.78/scgctvshow.sctv.com/hdlive/sctv5/1.m3u8#http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8
四川新闻台,http://scgctvshow.sctv.com/hdlive/sctv4/1.m3u8#http://219.145.171.78/scgctvshow.sctv.com/hdlive/sctv4/1.m3u8
四川旅游台,http://scgctvshow.sctv.com/hdlive/sctv2/1.m3u8#http://219.145.171.78/scgctvshow.sctv.com/hdlive/sctv2/1.m3u8
四川经济台,http://219.145.171.78/scgctvshow.sctv.com/hdlive/sctv3/1.m3u8#http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
四川公共台,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8#http://219.145.171.78/scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川·成都综合,http://67.230.188.214/17/sc/chengdum3u8.php?rate=hd&id=1
四川·成都公共,http://67.230.188.214/17/sc/chengdum3u8.php?rate=hd&id=5
四川·成都影视,http://67.230.188.214/17/sc/chengdum3u8.php?rate=hd&id=45
四川·峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8#http://219.145.171.78/scgctvshow.sctv.com/hdlive/emei/1.m3u8
四川·巴中综合,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.flv
四川·巴中公共,https://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
四川·达州综合,http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel35/playlist.m3u8
四川·达州公共,http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel36/playlist.m3u8
四川·雅安综合,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
四川·雅安公共,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
四川·甘孜综合,http://m3u8.channel.ganzitv.com/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南都市,http://39.130.215.166:6410/gitv_live/G_YNTV-2-HD/G_YNTV-2-HD.m3u8?
云南影视,http://39.130.215.166:6410/gitv_live/G_YNTV-5-HD/G_YNTV-5-HD.m3u8?
云南娱乐,http://39.130.215.166:6410/gitv_live/G_YNTV-3-HD/G_YNTV-3-HD.m3u8?
云南公共,http://39.130.215.166:6410/gitv_live/G_YNTV-6-HD/G_YNTV-6-HD.m3u8?
云南·文山综合,http://tvdrs.wsrtv.com.cn:8100/channellive/ch1.flv
云南·文山公共,http://tvdrs.wsrtv.com.cn:8100/channellive/ch2.flv
云南·怒江电视,http://39.130.215.166:6410/gitv_live/G_NUJIANGTV/G_NUJIANGTV.m3u8?
云南·西双版纳一,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
云南·西双版纳二,http://file.xsbnrtv.cn/vms/videos/nmip-media/channellive/channel3/playlist.m3u8
湖北·襄阳综合,http://xiangyang.live.cjyun.org/video/s10125-news_hd/index.m3u8
湖北·襄阳公共,http://xiangyang.live.cjyun.org/video/s10125-education_hd.m3u8
湖北·鄂州综合,http://ezhou.live.cjyun.org/video/s10098-EZ2T/index.m3u8
湖北·鄂州公共,http://ezhou.live.cjyun.org/video/s10098-EZ1T/index.m3u8
湖北·随州综合,http://suizhou.source.cjyun.org/video/s10145-szzhpd.m3u8
湖北·鹤峰影视,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv2.m3u8
江苏·南京综合台,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
江苏·如东综合台,http://rudong-hls-tv-yf.cm.jstv.com/live/rdxwzh/online.m3u8
江苏·靖江综合台,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
安徽影视,http://zbbf2.ahtv.cn/live/756.m3u8
安徽生活,http://zbbf2.ahtv.cn/live/750.m3u8
安徽科教,http://zbbf2.ahtv.cn/live/754.m3u8
安徽·六安综合,http://live.china-latv.com/channel1/sd/live.m3u8
安徽·六安公共,http://live.china-latv.com/channel2/sd/live.m3u8
安徽·淮北综合,http://live.0561rtv.cn/xwzh/hd/live.m3u8
安徽·淮北公共,http://live.0561rtv.cn/ggpd/hd/live.m3u8
安徽·铜陵综合,http://dstpush1.retalltech.com/app/stream1.m3u8
安徽·铜陵公共,http://dstpush1.retalltech.com/app/stream2.m3u8
陕西·西安新闻台,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
陕西·西安白鸽台,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
陕西·西安影视台,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
陕西·西安丝路台,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
山东体育,http://livealone302.iqilu.com/iqilu/typd.m3u8
山东齐鲁,http://livealone302.iqilu.com/iqilu/qlpd.m3u8
山东新闻,http://livealone302.iqilu.com/iqilu/ggpd.m3u8
山东生活,http://livealone302.iqilu.com/iqilu/shpd.m3u8
山东·德州综合,http://video.dztv.tv:1935/live/xwzh_gq/playlist.m3u8
山东·德州公共,http://video.dztv.tv:1935/live/dzgg_gq/playlist.m3u8
甘肃影视,http://39.134.39.38/PLTV/88888888/224/3221226287/index.m3u8
甘肃都市,http://39.134.39.38/PLTV/88888888/224/3221226248/index.m3u8
甘肃少儿,http://39.134.39.38/PLTV/88888888/224/3221226289/index.m3u8
甘肃·兰州综合,http://39.134.39.38/PLTV/88888888/224/3221226242/index.m3u8
甘肃·兰州公共,http://39.134.39.38/PLTV/88888888/224/3221226244/index.m3u8

其它频道,#genre#
亚洲新闻,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8#https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
半岛新闻,https://live-hls-web-aje.getaj.net/AJE/02.m3u8#https://live-hls-aje-ak.getaj.net/AJE/01.m3u8
红牛运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_6660.m3u8#http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
狗狗宠物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
彭博财经,http://liveproduseast.akamaized.net/us/Channel-USTV-AWS-virginia-1/Source-USTV-1000-1_live.m3u8
日本新闻,https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
华丽翡翠,http://96.44.140.132:18006/view.php?type=m3u8&id=ml2_884&key=35884483805
NHK·华语视界,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
NHK·国际频道,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
TVB·电视剧台,https://edge6a.v2h-cdn.com/appt7/TDramaTV.stream_720p/playlist.m3u8
K I X·动作频道,http://50.7.161.82:8278/streams/d/KiX/playlist.m3u8
俄罗斯老电影,http://kprf-htlive.cdn.ngenix.net/live/_definst_/stream_high/chunklist.m3u8
俄罗斯第一台,https://radio-live-mg.rtr-vesti.ru/hls/russia_hd/playlist_3.m3u8
Astro·BOO,http://50.7.161.82:8278/streams/d/Boo/playlist.m3u8
Astro·Citra,http://50.7.161.82:8278/streams/d/Citra/playlist.m3u8
Astro·Prima,http://live8.cdn.iptv8k.org:80/review_stream/primakbmm23/i.m3u8
Astro·华丽台,http://50.7.161.82:8278/streams/d/Wlt/playlist.m3u8
Astro·全佳台,http://50.7.161.82:8278/streams/d/Quanjia/playlist.m3u8
Astro·双星台,http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
Astro·小太阳,http://50.7.161.82:8278/streams/d/Xiaotaiyang/playlist.m3u8
迪拜卫视,http://dmieigthvll.cdn.mangomolo.com/samadubai/smil:samadubai.stream.smil/chunklist_b1600000.m3u8
法国时尚,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
高清时尚,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
摩洛哥·TV5,http://v3plusinfo247hls-i.akamaihd.net/hls/live/218877-b/v3plusinfo247hls/v3plusinfo247hls_1_1.m3u8
CME·财经一号,http://69.57.222.151:8082/45/stream.m3u8
ABC·新闻频道,http://cms-wowza.lunabyte.io/wbrz-live-1/_definst_/smil:wbrz-live.smil/chunklist_b1300000.m3u8
Kral·音乐频道,http://bqgsd19q.rocketcdn.com/kralpop_720/chunklist.m3u8
News·Max,https://nmxlive.akamaized.net/hls/live/529965/Live_1/index_720.m3u8
Racing·运动,http://racingvic-i.akamaized.net/hls/live/598695/racingvic/1500.m3u8

·港台电视·,#genre#
有线新闻,https://flv3948069e.live.126.net/live/6a6b699535dbfa0bfef49d7573504204.flv
有线18台,https://flv3948069e.live.126.net/live/7d63fa88fa16d284faf2094ae146569b.flv
NOW·新闻台,https://flv3948069e.live.126.net/live/93aaefb8e62672359446da184fc01e03.flv
动物星球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13014&key=67711038219
美食星球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8804&key=18671811039
TVB·翡翠台,https://flv3948069e.live.126.net/live/6ce476152dd42bff21e07556132f41e4.flv
TVB·明珠台,https://flv3948069e.live.126.net/live/d3bfab2ad940b8f1738a06aeedfce3ef.flv
TVB·新闻台,https://flv3948069e.live.126.net/live/c41270bd7b4d2d9c5875da53224f723f.flv
TVB·财经台,https://flv3948069e.live.126.net/live/0140a09dbca77e066ee88e5e5533bf81.flv
TVB·星河台,http://96.44.140.132:18006/view.php?type=m3u8&id=c_58031&key=51867571109
TVB·J2,http://93.190.139.36:8278/streams/d/j2_twn/playlist.m3u8#http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1002&key=06556580346
港视31台,http://93.190.139.36:8278/streams/d/rhk31_twn/playlist.m3u8
港视32台,https://flv3948069e.live.126.net/live/3b0495c58c3b451f67ef2622832ab275.flv
VIU·综合,https://flv3948069e.live.126.net/live/e194b630350b6153499257edb82b444f.flv#http://93.190.139.36:8278/streams/d/viu_twn/playlist.m3u8
VIU·外语,https://flv3948069e.live.126.net/live/4b39f06eea0f72edf63a20b175cca44d.flv
龙翔时代,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12019&key=0035186571720
开放电视,https://flv3948069e.live.126.net/live/166b1bb56b8a12db7a8e6d3d67298441.flv
中视,https://flv3948069e.live.126.net/live/c918bfc282c795c5dfc1f9101559cea5.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8814&key=920061867571
华视,https://flv3948069e.live.126.net/live/2c22fc85be2d98771a585921bad54fd9.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8816&key=318675718103
台视,https://flv3948069e.live.126.net/live/8aee172e819b111f5d647131d281cdfc.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8815&key=01867511039
TVBS·综合台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14015&key=518675711720
TVBS·欢乐台,https://flv3948069e.live.126.net/live/a2dc85222eb5c042ce2e27952e784b55.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14016&key=86757114205
TVBS·新闻台,https://flv3948069e.live.126.net/live/d1bbb3a66667959630d2e71a709c5f0e.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14017&key=928518675711
中天综合,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14019&key=26678625696
中天娱乐,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14020&key=596516751720
中天新闻,https://flv3948069e.live.126.net/live/31bb3c485b11ced90d496fea350d3d5d.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14018&key=685885312106
中视新闻,https://flv3948069e.live.126.net/live/881e589735a72b4964b8f46dc77a905d.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8821&key=935186757120
中视经典,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_0_8826&key=0651867571120
纬来体育,https://flv3948069e.live.126.net/live/a987c1f830864b29fae8192531113aab.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14011&key=931867571172
纬来育乐,https://flv3948069e.live.126.net/live/58f4de3eed46d3f474b8d112ccd62576.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14010&key=389518675711
纬来戏剧,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14012&key=5193576867571
纬来电影,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14009&key=518675711720
东森电影,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14002&key=188675717260
东森戏剧,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14005&key=5657187571720
东森超视,https://flv3948069e.live.126.net/live/ecb683db6ca812aa0c247e05851e9b75.flv#http://96.44.140.132:18006/view.php?type=m3u8&id=cn_4_14008&key=055169867571
博斯魅力,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12009&key=7267857110
博斯网球,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_2_12010&key=8867572103
美亚电影台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11001&key=52918675711039
星卫电影台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_1_11003&key=37118675739
卫视电影台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_3_13017&key=38657571039
八大戏剧台,http://96.44.140.132:18006/view.php?type=m3u8&id=cn_5_15003&key=6675628003266
TVB·翡翠台(联通),http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1001&key=86358849095
TVB·明珠台(联通),http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1004&key=64480647552
TVB·新闻台(联通),http://96.44.140.132:18006/view.php?type=m3u8&id=sz_1005&key=65805614862
·音乐嗨歌·,#genre#
DJ·体面,http://189.ly93.cc/Ufiii2Ez6zIv/1130124235746654
DJ·情火,http://189.ly93.cc/Rrmqiu7fqMfu/4154723731487362
DJ·爱的路上千万里,http://189.ly93.cc/AjMNbiIJr6vy/4154724975796127
DJ·寂寞爱上了眼泪,http://189.ly93.cc/Fba6fqvYnYbq/4154124975555768
PO·被情伤过的女人,http://189.ly93.cc/7JjIVvIBnQFv/2154727908394121
PO·别让我一个人醉,http://189.ly93.cc/I7Bju2jURJZv/7154123970872735
PO·下定决心忘记你,http://189.ly93.cc/bqeUnmuUV7zm/6151223603714873
DJ·我又想你了,http://189.ly93.cc/YRBrUn6BbuQb/5154124992888666
DJ·突然好想念,http://189.ly93.cc/RFVJf2yumyQn/2151224005139501
DJ·菊花爆满山,http://189.ly93.cc/2iyABrVfYNZ3/4150024975567825
PO·不变的情缘,http://189.ly93.cc/BZ7NziVvmY7r/1150025457114652
PO·惦记这一些,http://189.ly93.cc/vYFRniumammu/5154123620157136
DJ·我的唇吻不到我爱的人,http://189.ly93.cc/BbimUnEVjuEj/1130124473858841
DJ·你不懂,http://189.ly93.cc/2yMzMrbQbQf2/9130124986501627
DJ·一级棒,http://189.ly93.cc/n2umUba2IN3y/1151226213489940
PO·离别两依依,http://189.ly93.cc/faIrYr6fYnQv/1151228383729699
PO·忘了我的爱,http://189.ly93.cc/YrYFj2NZV7b2/8130127870429593
DJ·忘了我的爱,http://189.ly93.cc/qQfUFv6BZFfm/5154124010253070
DJ·新娘不是我,http://189.ly93.cc/qUBjuqbQBjYv/6130124972472292
PO·走过咖啡屋,http://189.ly93.cc/M7JJbmIr2Ynu/1151225457404910
DJ·一晃就老了,http://189.ly93.cc/ieiqaeqYJ3Ij/4154727899696922
DJ·一首小情歌,http://189.ly93.cc/7Zz6jqze2qe2/8150024977459443
DJ·情歌里的你,http://189.ly93.cc/qy26F3ENvUnq/8130127870072596
PO·香水有毒。,http://189.ly93.cc/eayIneMf6Bzm/8150024975560071
PO·假情真爱,http://189.ly93.cc/u26ne2INj6zu/9132223978339181
PO·千千阙歌,http://189.ly93.cc/ARbiy27vQZzu/5130123627925551
PO·冷冷长街,http://189.ly93.cc/bMB3aeNnYZbe/4150323598554086
PO·光辉岁月,http://189.ly93.cc/N3MVrieINNrq/6154124973138813
PO·一生何求,http://189.ly93.cc/YNj6FfR3mm6b/6151223603716604
DJ·爱的故事上集,http://189.ly93.cc/jEri2ebai2iu/4132223780553427
DJ·往事只能回味,http://189.ly93.cc/3a2eYfqemuA3/3150025721881214
DJ·爱一回伤一回,http://189.ly93.cc/ei22aeziaqI3/1150325459275124
PO·忘了你忘了我,http://189.ly93.cc/Z3maUf3IjEbm/9130123980656219
DJ·最爱的那个人,http://189.ly93.cc/rQ73QvZBVz2q/2150024985454077
DJ·失恋阵线联盟,http://189.ly93.cc/EFBNJnF7ra2q/2150323626514445
DJ·爱着你宠着你,http://189.ly93.cc/FfMnAzBRBRzi/6154123992753894
DJ·因为爱你,http://189.ly93.cc/a67raimyUNZf/3154723728905859
DJ·浪子回头,http://189.ly93.cc/yEnmMfaMfQrq/4154724975797142
DJ·潮湿的心,http://189.ly93.cc/nmYVZnvaMR7n/4132223780551841
DJ·自由飞翔,http://189.ly93.cc/7vqimyieIbeu/3150024966406276
PO·爱很简单,http://189.ly93.cc/BJrAJj3ABBNz/2154727908396289
PO·倩女幽魂,http://189.ly93.cc/zMfqe2UnYbAf/3154723604135470
DJ·你会遇见更好的人,http://189.ly93.cc/IzqIBfbuuyiy/3150327889751975
DJ·下辈子也要找到你,http://189.ly93.cc/juyemamyiqmq/8154723966675236
PO·下辈子也要找到你,http://189.ly93.cc/vuMV3aEBneqi/2130124984372353
PO·天在下雨我在恨你,http://189.ly93.cc/zEJrUffArm2y/9132224985664561
DJ·把酒倒满,http://189.ly93.cc/vmMRVnmaA7re/8130124975944414
DJ·孤单为伴,http://189.ly93.cc/nY7veeZbAjay/8154723966674314
DJ·爱情主演,http://189.ly93.cc/MfuAbaUzQ7Vb/1151226213489549
DJ·爱的热浪,http://189.ly93.cc/QBj2m2MnQN7n/6130125727770107
PO·欢喜就好,http://189.ly93.cc/Br6bmumAF77z/4130123598542127
DJ·今夜我一个人醉,http://189.ly93.cc/JZn6FnaUnmMf/8150324976407711
DJ·伤心的人醉茫茫,http://189.ly93.cc/Fnqiuaq6vQ3e/8132227870173288
DJ·一路风雨一路你,http://189.ly93.cc/UBjqAny6ZZze/5132224992881976
PO·死心塌地去爱你,http://189.ly93.cc/2yAzueyQziyu/6132223611617338
PO·爱情的故事,http://189.ly93.cc/jMFFJf6jU3ui/5150023986871780
DJ·爱如蝴蝶飞,http://189.ly93.cc/fMJJ73VNNBvm/3154124967455240
DJ·酒醉的蝴蝶,http://189.ly93.cc/3ANbyeNJzA7j/4150024975569998
DJ·三分钟热度,http://189.ly93.cc/YfmeAjv6jiue/7154723608568888
DJ·我们不一样,http://189.ly93.cc/bQRrumZFvemi/3154724966314677
DJ·我们都一样,http://189.ly93.cc/bMzuIffAVJJr/4130125729350643
DJ·街舞,http://189.ly93.cc/fqeMZjmUBzEb/6130125727773790
DJ·殇雪,http://189.ly93.cc/meqQjq6Rfymq/7150023970894679
DJ·格局,http://189.ly93.cc/QnIvIb3qaeIf/9132224985672244
DJ·坦荡,http://189.ly93.cc/eQB7JvemeaEf/5150024991816924
PO·犯错,http://189.ly93.cc/m2IJRrzaUf6n/6150323611314713
DJ·为你祈祷,http://189.ly93.cc/6zAf63rYRvAv/8154723966675210
DJ·多年以后,http://189.ly93.cc/Ij6jiuzqQrIz/4130124975633735
DJ·你的世界到底有了谁,http://189.ly93.cc/aIRVfmNBjIbi/4154724975791438
DJ·念旧的人最容易掉眼泪,http://189.ly93.cc/iiyu2mfu2iAz/5150024991813414
DJ·夜之光,http://189.ly93.cc/3AnQB3yY7Nba/9151224985890076
DJ·夜上海,http://189.ly93.cc/Abaaqeba6ZZ3/9132223978343443
DJ·踢了他,http://189.ly93.cc/ya2QR37vEJ3a/6130124973415505
DJ·公虾米,http://189.ly93.cc/qMJJn2Rf6ZBz/8150323966739911
DJ·嘀嗒嘀,http://189.ly93.cc/Uv2InqQfYfEz/2130124984374764
DJ·哦哦哦,http://189.ly93.cc/NJJNBvqMvu2e/6154723611447175
DJ·苍天不负有情人,http://189.ly93.cc/6BZBRfaUBNvy/7154123970926170
DJ·别说你已不在乎,http://189.ly93.cc/Q32uU33uqIBz/4150024975562134
DJ·曾经被爱,http://189.ly93.cc/AJniayvy2Uvy/3154723977005576
DJ·不再犯傻,http://189.ly93.cc/VjQBNrqEvey2/8130124975935762
DJ·狂狼(DJ 1版),http://189.ly93.cc/eUbyyarUzaI3/8130123885898203
DJ·狂狼(DJ 2版),http://189.ly93.cc/uimuAvmiyEba/3150024966410271
PO·大约在冬季,http://189.ly93.cc/uENBVvQjQNzi/9130123980656127
PO·说给男人听,http://189.ly93.cc/euYF7fJNZNvq/1151226213936843
DJ·不浪漫的罪,http://189.ly93.cc/myUzqyAv6zEb/4132224975540974
DJ·拥抱你离去,http://189.ly93.cc/MF32iu77VJva/5154124010254865
DJ·受伤的刺猬,http://189.ly93.cc/uEVVNbqMBn6z/9151224985892177
PO·许多年以后,http://189.ly93.cc/e6fUju2A3YRj/8132223604432881
PO·一剪梅,http://189.ly93.cc/VRR7biRvmIbq/2150324984232664
PO·差一步,http://189.ly93.cc/Mzim6jVJVFfi/8132227870470901
PO·凡人歌,http://189.ly93.cc/BJ3EzeiuQVfe/1130128383795876
PO·水喷喷,http://189.ly93.cc/fMZba23aUN7z/2150323618737919
PO·听说你离开他,http://189.ly93.cc/QrEBnuFnMb2u/9130123980655707
DJ·再见吧我最爱的你,http://189.ly93.cc/QRryamRzeERz/5130124992431463
DJ·痴情的只有我一个,http://189.ly93.cc/JbQVNbvmM7B3/3150024966408287
PO·不想哭却有泪在流,http://189.ly93.cc/jMfUruz6fyEj/7154123970873310
PO·谁会记得,http://189.ly93.cc/YryAfyNfaMBz/1130128383795532
